ingredient name,ttd id,gene symbol
Emodin,D0U7OU,CDK5
Emodin,D0U7OU,CDK1
Emodin,D0U7OU,CCNB1
Emodin,D0U7OU,CCNB2
Emodin,D0U7OU,BCL2
Emodin,D0U7OU,KDR
Emodin,D0U7OU,FLT4
Emodin,D0U7OU,FLT1
Emodin,D0U7OU,KIT
Emodin,D0U7OU,CASP3
Emodin,D0U7OU,CYP1A1
Emodin,D0U7OU,CSF2
Emodin,D0U7OU,MMP9
Emodin,D0U7OU,PPARG
Emodin,D0U7OU,SLC2A1
Emodin,D0U7OU,SLC2A4
Emodin,D0U7OU,MMP1
Emodin,D0U7OU,EGF
Emodin,D0U7OU,TGFB1
Emodin,D0U7OU,TNF
Emodin,D0U7OU,IL1B
Emodin,D0U7OU,NOS2
Emodin,D0U7OU,ESR1
Emodin,D0U7OU,MAOB
Emodin,D0U7OU,TP53
Emodin,D0U7OU,MYC
Emodin,D0U7OU,HSD11B1
Emodin,D0U7OU,BTK
Emodin,D0U7OU,SMAD3
Emodin,D0U7OU,SIRT1
Emodin,D0U7OU,NFKB1
Emodin,D0U7OU,CLDN5
Emodin,D0U7OU,AQP5
Emodin,D0U7OU,FASLG
Emodin,D0U7OU,MIR145
Emodin,D0U7OU,EGR1
Emodin,D0U7OU,AKT1
Emodin,D0U7OU,TLR4
Emodin,D0U7OU,MAPK3
Emodin,D0U7OU,MAPK1
Emodin,D0U7OU,PRKAA1
Emodin,D0U7OU,ABCB1
Emodin,D0U7OU,STAT3
Emodin,D0U7OU,AQP1
Emodin,D0U7OU,HSP90AA1
Emodin,D0U7OU,HSPA5
Emodin,D0U7OU,IFNA1
Emodin,D0U7OU,IFNA13
Emodin,D0U7OU,CTNNB1
Emodin,D0U7OU,AR
Emodin,D0U7OU,OCLN
Emodin,D0U7OU,HIF1A
Emodin,D0U7OU,ABCB11
Emodin,D0U7OU,CSNK2A2
Emodin,D0U7OU,TGFB2
Emodin,D0U7OU,FOXD3
Emodin,D0U7OU,PTP4A3
Emodin,D0U7OU,BAX
Emodin,D0U7OU,PGAM1
Emodin,D0U7OU,FXR1
Emodin,D0U7OU,DDIT3
Emodin,D0U7OU,TNFSF10
Geniposide,,ADORA1
Geniposide,,ADORA2A
Geniposide,,CA2
Geniposide,,CA1
Geniposide,,CA12
Geniposide,,CA9
Geniposide,,ADORA3
Geniposide,,CA14
Geniposide,,LGALS3
Geniposide,,LGALS9
Geniposide,,EPHX2
Geniposide,,TYR
Geniposide,,FUCA1
Geniposide,,SLC29A1
Geniposide,,SLC5A2
Geniposide,,ADORA2B
Geniposide,,ADK
Geniposide,,SLC5A1
Geniposide,,CA7
Geniposide,,CA13
Geniposide,,HK2
Geniposide,,HK1
Geniposide,,OGA
Geniposide,,ADA
Geniposide,,GBA
Geniposide,,TYMP
Geniposide,,LGALS4
Geniposide,,LGALS8
Geniposide,,AKR1C3
Geniposide,,AKR1B1
Geniposide,,HRAS
Geniposide,,ATIC
Geniposide,,CA6
Geniposide,,ALOX12
Geniposide,,CA4
Geniposide,,CA5A
Geniposide,,MMP13
Geniposide,,MMP1
Geniposide,,MMP7
Geniposide,,MMP12
Geniposide,,MMP8
Geniposide,,MMP2
Geniposide,,EIF4H
Geniposide,,PABPC1
Geniposide,,MAG
Geniposide,,SLC5A4
Geniposide,,EGFR
Geniposide,,PNP
Geniposide,,HSP90AA1
Geniposide,,GAPDH
Geniposide,,FOLH1
Geniposide,,PYGL
Geniposide,,LGALS7
Geniposide,,MGAM
Geniposide,,PLA2G1B
Geniposide,,GAP43
Geniposide,,BCL2
Geniposide,,GLP1R
Geniposide,,HMOX1
Geniposide,,GSTM2
Geniposide,,GSTM1
Geniposide,,WNT1
Geniposide,,VIM
Geniposide,,CDH1
Geniposide,,GSK3B
Geniposide,,MTOR
Geniposide,,IDE
Geniposide,,TCF7L2
Geniposide,,TGFB1
Geniposide,,NFKB1
Geniposidic acid,,ADORA1
Geniposidic acid,,SELP
Hesperidin,D0I9HF,CYP19A1
Hesperidin,D0I9HF,SRD5A1
Hesperidin,D0I9HF,SLC5A4
Hesperidin,D0I9HF,SLC5A1
Hesperidin,D0I9HF,SLC5A2
Hesperidin,D0I9HF,SLC28A3
Hesperidin,D0I9HF,CA12
Hesperidin,D0I9HF,TYR
Hesperidin,D0I9HF,CYP1B1
Hesperidin,D0I9HF,CA2
Hesperidin,D0I9HF,CA1
Hesperidin,D0I9HF,EPHX2
Hesperidin,D0I9HF,CA3
Hesperidin,D0I9HF,CA6
Hesperidin,D0I9HF,CA13
Hesperidin,D0I9HF,CA5B
Hesperidin,D0I9HF,ABCB1
Hesperidin,D0I9HF,ADORA1
Hesperidin,D0I9HF,ADORA2A
Hesperidin,D0I9HF,MMP13
Hesperidin,D0I9HF,MMP12
Hesperidin,D0I9HF,ADORA2B
Hesperidin,D0I9HF,ADORA3
Hesperidin,D0I9HF,IMPDH1
Hesperidin,D0I9HF,TAS2R31
Hesperidin,D0I9HF,CHIA
Hesperidin,D0I9HF,CA7
Hesperidin,D0I9HF,CA4
Hesperidin,D0I9HF,CA14
Hesperidin,D0I9HF,EIF4A1
Hesperidin,D0I9HF,TERT
Hesperidin,D0I9HF,BAX
Hesperidin,D0I9HF,CASP3
Hesperidin,D0I9HF,ICAM1
Hesperidin,D0I9HF,VCAM1
Hesperidin,D0I9HF,CAMK4
Hesperidin,D0I9HF,BACE1
Hesperidin,D0I9HF,NFKB1
Hesperidin,D0I9HF,NOS2
Hesperidin,D0I9HF,PCNA
Hesperidin,D0I9HF,TNF
Hesperidin,D0I9HF,BCL2
Honokiol,D04DQJ,ALOX5
Honokiol,D04DQJ,CNR1
Honokiol,D04DQJ,CNR2
Honokiol,D04DQJ,CA2
Honokiol,D04DQJ,BRAF
Honokiol,D04DQJ,HDAC8
Honokiol,D04DQJ,MAOB
Honokiol,D04DQJ,HSP90AA1
Honokiol,D04DQJ,KCNMA1
Honokiol,D04DQJ,HDAC6
Honokiol,D04DQJ,CCND1
Honokiol,D04DQJ,CDK1
Honokiol,D04DQJ,CCNE1
Honokiol,D04DQJ,FAAH
Honokiol,D04DQJ,UQCRB
Honokiol,D04DQJ,MAPK14
Honokiol,D04DQJ,HSP90AB1
Honokiol,D04DQJ,CETP
Honokiol,D04DQJ,OPRM1
Honokiol,D04DQJ,OPRD1
Honokiol,D04DQJ,GSK3B
Honokiol,D04DQJ,MGLL
Honokiol,D04DQJ,MDM2
Honokiol,D04DQJ,ERBB2
Honokiol,D04DQJ,EGFR
Honokiol,D04DQJ,NR1H4
Honokiol,D04DQJ,NOS1
Honokiol,D04DQJ,EPHX2
Honokiol,D04DQJ,TRPV1
Honokiol,D04DQJ,TTR
Honokiol,D04DQJ,KCNA5
Honokiol,D04DQJ,KCNA3
Honokiol,D04DQJ,TRAP1
Honokiol,D04DQJ,PTGER4
Honokiol,D04DQJ,ACHE
Honokiol,D04DQJ,KIF11
Honokiol,D04DQJ,ALOX15
Honokiol,D04DQJ,GPR55
Honokiol,D04DQJ,RAF1
Honokiol,D04DQJ,RET
Honokiol,D04DQJ,SHBG
Honokiol,D04DQJ,CDC25B
Honokiol,D04DQJ,NQO2
Honokiol,D04DQJ,AKT1
Honokiol,D04DQJ,GPBAR1
Honokiol,D04DQJ,KDR
Honokiol,D04DQJ,ALOX5AP
Honokiol,D04DQJ,PDK1
Honokiol,D04DQJ,NR3C1
Honokiol,D04DQJ,PGR
Honokiol,D04DQJ,PDE4B
Honokiol,D04DQJ,GSK3A
Honokiol,D04DQJ,PARP1
Honokiol,D04DQJ,PRKCZ
Honokiol,D04DQJ,STS
Honokiol,D04DQJ,SIRT2
Honokiol,D04DQJ,TLR9
Honokiol,D04DQJ,PIM1
Honokiol,D04DQJ,BACE2
Honokiol,D04DQJ,NOX4
Honokiol,D04DQJ,NOX1
Honokiol,D04DQJ,MAOA
Honokiol,D04DQJ,MIF
Honokiol,D04DQJ,CA1
Honokiol,D04DQJ,PLA2G2A
Honokiol,D04DQJ,CA9
Honokiol,D04DQJ,HSD17B1
Honokiol,D04DQJ,CYP11B1
Honokiol,D04DQJ,CYP11B2
Honokiol,D04DQJ,PRKCG
Honokiol,D04DQJ,NPY5R
Honokiol,D04DQJ,CXCR2
Honokiol,D04DQJ,CA12
Honokiol,D04DQJ,CLK1
Honokiol,D04DQJ,CDC7
Honokiol,D04DQJ,ABCG2
Honokiol,D04DQJ,TUBB1
Honokiol,D04DQJ,HDAC1
Honokiol,D04DQJ,QPCT
Honokiol,D04DQJ,SYK
Honokiol,D04DQJ,CHUK
Honokiol,D04DQJ,PDE10A
Honokiol,D04DQJ,GABRA1
Honokiol,D04DQJ,ADORA2A
Honokiol,D04DQJ,EGLN1
Honokiol,D04DQJ,UPP1
Honokiol,D04DQJ,CES1
Honokiol,D04DQJ,GRIN1
Honokiol,D04DQJ,COMT
Honokiol,D04DQJ,CDK2
Honokiol,D04DQJ,PLAA
Honokiol,D04DQJ,SGK1
Honokiol,D04DQJ,HSD17B2
Honokiol,D04DQJ,PAK1
Honokiol,D04DQJ,FLT1
Honokiol,D04DQJ,PDGFRB
Honokiol,D04DQJ,KIT
Honokiol,D04DQJ,FLT3
Honokiol,D04DQJ,DYRK1A
Honokiol,D04DQJ,HSD11B1
Honokiol,D04DQJ,CDK4
Honokiol,D04DQJ,CCNB1
Honokiol,D04DQJ,CDK2
Honokiol,D04DQJ,GABRB2
Honokiol,D04DQJ,GRIN2B
Honokiol,D04DQJ,PPARG
Honokiol,D04DQJ,SIRT3
Honokiol,D04DQJ,FOXM1
Honokiol,D04DQJ,RXRA
Honokiol,D04DQJ,GP6
Magnolol,,CNR1
Magnolol,,CNR2
Magnolol,,ALOX5
Magnolol,,CA2
Magnolol,,OPRD1
Magnolol,,EPHX2
Magnolol,,MDM2
Magnolol,,PAK1
Magnolol,,MIF
Magnolol,,MC4R
Magnolol,,OPRM1
Magnolol,,KCNMA1
Magnolol,,MAOB
Magnolol,,CA1
Magnolol,,FGFR1
Magnolol,,CDK5R1
Magnolol,,DYRK1A
Magnolol,,RCE1
Magnolol,,ALOX5AP
Magnolol,,KDM4E
Magnolol,,TRPV1
Magnolol,,CETP
Magnolol,,HSD17B3
Magnolol,,HSD11B1
Magnolol,,ERBB2
Magnolol,,EGFR
Magnolol,,KDR
Magnolol,,CCNB3
Magnolol,,ADORA1
Magnolol,,ADORA2A
Magnolol,,CA12
Magnolol,,CA9
Magnolol,,AURKB
Magnolol,,AURKC
Magnolol,,AURKA
Magnolol,,PANK3
Magnolol,,ALOX15
Magnolol,,GPR55
Magnolol,,ABCG2
Magnolol,,HDAC1
Magnolol,,MMP9
Magnolol,,MMP1
Magnolol,,MMP2
Magnolol,,HSD17B2
Magnolol,,ADAMTS5
Magnolol,,AKR1C3
Magnolol,,CYP19A1
Magnolol,,GSK3B
Magnolol,,STS
Magnolol,,IDO1
Magnolol,,UQCRB
Magnolol,,PPP1CA
Magnolol,,CPB1
Magnolol,,DUSP3
